NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA20CA001,AccidentReport,10/1/19,Longs,South Carolina,United States,33.929721,-78.735557,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20MA001,AccidentReport,10/2/19,Windsor Locks,Connecticut,United States,41.931667,-72.692222,7,5,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Other work use,Undershoot/Overshoot,Landing,
GAA20CA002,AccidentReport,10/2/19,Carlsbad,California,United States,33.128334,-117.279998,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
CEN20FA001,AccidentReport,10/3/19,Lansing,Michigan,United States,42.780277,-84.606109,5,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Approach,
ERA20LA004,AccidentReport,10/3/19,Fort Meade,Florida,United States,27.702222,-81.76889,,,None,1,Substantial,Helicopter,Public aircraft,,,,Public aircraft - local,Loss of Control on Ground,Maneuvering,
ERA20TA005,AccidentReport,10/3/19,Fort Meade,Florida,United States,27.701665,-81.786109,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
ERA20FA002,AccidentReport,10/4/19,Asheboro,North Carolina,United States,35.615276,-79.882225,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA20LA011,AccidentReport,10/4/19,Harrisburg,Pennsylvania,United States,40.176109,-76.726943,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA003,AccidentReport,10/4/19,Lake Elsinore,California,United States,33.630001,-117.301666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Taxi,
GAA20CA006,AccidentReport,10/4/19,Kaplan,Louisiana,United States,29.937221,-92.319725,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA002,AccidentReport,10/5/19,Kokomo,Indiana,United States,40.474998,-86.063331,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Maneuvering,
CEN20LA005,AccidentReport,10/5/19,Garden Ridge,Texas,United States,29.621944,-98.277221,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA20FA003,AccidentReport,10/5/19,Pembroke Pines,Florida,United States,25.999444,-80.46833,0,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
GAA20CA004,AccidentReport,10/5/19,Triangle,Idaho,United States,42.750278,-116.67472,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA005,AccidentReport,10/5/19,Dublin,Texas,United States,32.068332,-98.325279,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
WPR20LA001,AccidentReport,10/5/19,Moore,Utah,United States,38.953887,-110.996391,1,,Fatal,1,Substantial,Powered parachute,Part 91: General aviation,,,,Personal,Unknown,Takeoff,
CEN20FA003,AccidentReport,10/6/19,Bixby,Missouri,United States,37.361389,-91.066947,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
CEN20LA004,AccidentReport,10/6/19,Ranger,Texas,United States,32.447498,-98.682777,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
WPR20LA004,AccidentReport,10/6/19,Marana,Arizona,United States,32.43,-111.389999,,,Minor,1,Substantial,Glider,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Maneuvering,
ERA20LA006,AccidentReport,10/7/19,Charleston,South Carolina,United States,26.189088,-80.170738,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Executive/Corporate,Abnormal Runway Contact,Landing,
GAA20CA007,AccidentReport,10/7/19,Kodiak,Alaska,United States,56.93861,-154.182495,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Loss of Control In-Flight,Landing,
GAA20CA010,AccidentReport,10/7/19,Fallon,Nevada,United States,39.499168,-118.748886,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA012,AccidentReport,10/7/19,Rio Rancho,New Mexico,United States,35.241664,-106.767776,,,Minor,1,Destroyed,Balloon,Part 91: General aviation,,,,Air race/show,Abnormal Runway Contact,Landing,
CEN20LA006,AccidentReport,10/8/19,Waukesha,Wisconsin,United States,43.032775,-88.234725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
WPR20FA005,AccidentReport,10/8/19,Camarillo,California,United States,34.213611,-119.09444,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN20FA010,AccidentReport,10/9/19,Aberdeen,South Dakota,United States,45.561668,-98.460281,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA20CA042,AccidentReport,10/9/19,Somerville,Tennessee,United States,35.196666,-89.396385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA008,AccidentReport,10/10/19,Big Flats,New York,United States,42.117221,-76.918334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Ferry,Collision on Takeoff or Landing,Takeoff,
GAA20CA009,AccidentReport,10/10/19,Waynesburg,Pennsylvania,United States,39.901111,-80.130554,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA20CA017,AccidentReport,10/10/19,Dayton,Ohio,United States,39.58889,-84.224723,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
GAA20CA018,AccidentReport,10/11/19,Langley,Washington,United States,48.017501,-122.437774,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Low Altitude Operation,Maneuvering,
GAA20CA019,AccidentReport,10/11/19,Coeur d'Alene,Idaho,United States,47.769165,-116.818611,,1,Serious,1,Substantial,Weight-shift,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA020,AccidentReport,10/11/19,Willacoochee,Georgia,United States,31.398889,-83.001388,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA20CA021,AccidentReport,10/11/19,Cedartown,Georgia,United States,34.018611,-85.146385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
GAA20CA021,AccidentReport,10/11/19,Cedartown,Georgia,United States,34.018611,-85.146385,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Skydiving,Ground Collision,Takeoff,
GAA20CA027,AccidentReport,10/11/19,Gastonia,North Carolina,United States,35.201946,-81.150276,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
ANC20CA006,AccidentReport,10/12/19,Moose Pass,Alaska,United States,60.516666,-149.5,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Unknown,Collision on Takeoff or Landing,Landing,
CEN20TA007,AccidentReport,10/12/19,Montgomery,Texas,United States,30.336666,-95.679443,,1,Serious,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA011,AccidentReport,10/12/19,Henrys Lake,Idaho,United States,44.67361,-111.424446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA024,AccidentReport,10/12/19,Greenville,Texas,United States,33.067779,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA025,AccidentReport,10/12/19,Key West,Florida,United States,24.55611,-81.760002,,1,Serious,1,None,Airplane,Part 91: General aviation,,,,Personal,Ground Handling,Standing,
GAA20CA026,AccidentReport,10/12/19,Lusby,Maryland,United States,38.36111,-76.405281,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
ANC20LA002,AccidentReport,10/13/19,Palmer,Alaska,United States,61.450279,-148.683334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN20LA016,AccidentReport,10/13/19,Springtown,Texas,United States,32.986667,-97.61972,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,System/Component Failure - Powerplant,Enroute,
GAA20CA015,AccidentReport,10/13/19,Goddard,Kansas,United States,37.692501,-97.543609,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR20LA007,AccidentReport,10/13/19,Susanville,California,United States,40.55611,-120.839164,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
ERA20FA009,AccidentReport,10/14/19,Cameron,North Carolina,United States,35.271667,-79.254447,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA013,AccidentReport,10/14/19,Breckenridge,Texas,United States,32.718887,-98.89167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA022,AccidentReport,10/14/19,Douglas,Georgia,United States,31.476667,-82.860557,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,Yes
GAA20CA045,AccidentReport,10/14/19,Buckeye,Arizona,United States,33.420555,-112.686111,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA014,AccidentReport,10/15/19,Colorado Springs,Colorado,United States,38.942779,-104.569999,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA023,AccidentReport,10/15/19,Louisville,Kentucky,United States,38.227779,-85.664718,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA20CA028,AccidentReport,10/15/19,Lebanon,New Hampshire,United States,43.62611,-72.304168,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA029,AccidentReport,10/15/19,Flannigan,Nevada,United States,40.130001,-119.910003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN20LA021,AccidentReport,10/16/19,Unknown,,United States,25.382499,-90.125831,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA20CA030,AccidentReport,10/16/19,Gerlach,Nevada,United States,40.334999,-119.908058,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
CEN20FA008,AccidentReport,10/17/19,Green Bay,Wisconsin,United States,44.422762,-87.935946,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
DCA20CA003,AccidentReport,10/17/19,Tres Pinos,California,United States,36.8125,-121.185836,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Ground Collision,Landing,
ERA20FA012,AccidentReport,10/17/19,New Salem,North Carolina,United States,35.149166,-80.36222,1,0,Fatal,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
GAA20CA031,AccidentReport,10/17/19,Alvin,Texas,United States,29.451389,-95.302497,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA20CA032,AccidentReport,10/17/19,Monument Valley,Utah,United States,37.016666,-110.200553,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA033,AccidentReport,10/17/19,Fabens,Texas,United States,31.654722,-106.303337,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA20CA035,AccidentReport,10/17/19,Overton,Nevada,United States,36.509998,-114.375831,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA20CA046,AccidentReport,10/17/19,New Braunfels,Texas,United States,29.705833,-98.043334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR20LA009,AccidentReport,10/17/19,Stockton,California,United States,37.895557,-121.259445,,,Minor,1,Substantial,Airplane,Public aircraft,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
ERA20FA013,AccidentReport,10/18/19,Tamaqua,Pennsylvania,United States,40.743331,-76.018333,1,,Fatal,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA20LA017,AccidentReport,10/18/19,Shellman,Georgia,United States,31.642221,-84.587776,0,0,None,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Enroute,
ERA20LA018,AccidentReport,10/18/19,Madisonville,Tennessee,United States,35.550556,-84.374443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA034,AccidentReport,10/18/19,King City,California,United States,36.198055,-121.110275,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Abnormal Runway Contact,Landing,
GAA20CA036,AccidentReport,10/18/19,Marble Canyon,Arizona,United States,36.810832,-111.644447,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA20CA043,AccidentReport,10/18/19,Knoxville,Tennessee,United States,35.963054,-83.876663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN20WA011,AccidentReport,10/19/19,San Salvador,,El Salvador,13.73295,-89.273017,2,2,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,Unknown,Controlled Flight Into Terrain,Enroute,
GAA20CA037,AccidentReport,10/19/19,Albuquerque,New Mexico,United States,35.084445,-106.650276,,,None,1,Substantial,Balloon,Part 91: General aviation,,,,Business,Collision on Takeoff or Landing,Landing,
GAA20CA039,AccidentReport,10/19/19,Safford,Arizona,United States,32.693889,-109.690277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Maneuvering,
GAA20CA079,AccidentReport,10/19/19,Quakertown,Pennsylvania,United States,40.435276,-75.381942,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
CEN20FA009,AccidentReport,10/20/19,White Plains,Alabama,United States,33.749721,-85.723335,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
ERA20FA014,AccidentReport,10/20/19,Raleigh,North Carolina,United States,35.854167,-78.757667,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Approach,
GAA20CA038,AccidentReport,10/20/19,Wedgefield,Florida,United States,28.102777,-80.645278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Bird Strike,Enroute,
WPR20FA008,AccidentReport,10/20/19,Angel Fire,New Mexico,United States,36.393054,-105.286941,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
GAA20CA041,AccidentReport,10/21/19,Nantucket,Massachusetts,United States,41.33472,-70.299446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA20CA044,AccidentReport,10/21/19,Brooksville,Florida,United States,28.473611,-82.455558,,,None,1,Substantial,Gyroplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
CEN20LA013,AccidentReport,10/22/19,Lamesa,Texas,United States,32.735,-101.743331,,1,Serious,1,Minor,Airplane,Part 137: Agricultural,,,,Aerial application,Other,Maneuvering,
WPR20LA012,AccidentReport,10/22/19,Holden,Utah,United States,39.139167,-112.275001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN20FA012,AccidentReport,10/23/19,Hebbronville,Texas,United States,27.372499,-98.633331,2,1,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Business,Midair,Maneuvering,
CEN20FA012,AccidentReport,10/23/19,Hebbronville,Texas,United States,27.372499,-98.633331,2,1,Fatal,2,Substantial,Helicopter,Part 91: General aviation,,,,Business,Midair,Maneuvering,
GAA20CA095,AccidentReport,10/23/19,Marion,Alabama,United States,32.510555,-87.384719,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR20FA013,AccidentReport,10/23/19,Las Vegas,Nevada,United States,36.146945,-115.381668,2,,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abrupt Maneuver,Maneuvering,
WPR20LA014,AccidentReport,10/23/19,Spanaway,Washington,United States,47.070278,-122.371109,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
CEN20LA014,AccidentReport,10/24/19,Swea City,Iowa,United States,43.384166,-94.320274,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA20FA019,AccidentReport,10/24/19,Summit Point,West Virginia,United States,39.253055,-77.961112,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
GAA20CA091,AccidentReport,10/24/19,Apopka,Florida,United States,28.7075,-81.581947,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
WPR20FAMS1,AccidentReport,10/24/19,Shelter Cove,California,United States,39.789165,-123.971107,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
WPR20LA017,AccidentReport,10/24/19,Red Creek,Arizona,United States,34.158332,-111.731666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA20CA050,AccidentReport,10/25/19,Opa Locka,Florida,United States,25.913055,-80.282218,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR20FA015,AccidentReport,10/25/19,American Falls,Idaho,United States,42.777778,-112.894996,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
WPR20FA016,AccidentReport,10/25/19,Jordan Valley,Oregon,United States,43.394721,-117.046943,1,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Unknown,Enroute,
GAA20CA051,AccidentReport,10/26/19,Tavares,Florida,United States,28.800556,-81.727775,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN20LA015,AccidentReport,10/27/19,White Bear Township,Minnesota,United States,45.116664,-92.996109,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
ERA20LA023,AccidentReport,10/27/19,Grand Bay,Alabama,United States,30.568889,-88.37722,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA20CA048,AccidentReport,10/27/19,Le Roy,New York,United States,42.981388,-77.935279,,,Minor,1,Substantial,Airplane,Public aircraft,,,,Personal,Loss of Control on Ground,Takeoff,
GAA20CA058,AccidentReport,10/27/19,Enumclaw,Washington,United States,47.24361,-121.924446,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA20CA088,AccidentReport,10/27/19,Daytona Beach,Florida,United States,29.080278,-81.046669,,2,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA052,AccidentReport,10/28/19,Alexandria,Louisiana,United States,31.238332,-92.437774,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA055,AccidentReport,10/28/19,Augusta,Georgia,United States,33.466667,-82.039443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA20FA020,AccidentReport,10/29/19,Colonia,New Jersey,United States,40.590158,-74.310767,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA082,AccidentReport,10/29/19,Albuquerque,New Mexico,United States,35.145278,-106.79528,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA20FA021,AccidentReport,10/30/19,Atlanta,Georgia,United States,33.856945,-84.290557,2,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ANC20LA003,AccidentReport,10/31/19,Honolulu,Hawaii,United States,21.313055,-157.925277,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
ERA20FA022,AccidentReport,10/31/19,Ocala,Florida,United States,29.141666,-82.194168,2,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Flight test,Medical Event,Initial Climb,
ERA20FA025,AccidentReport,10/31/19,Middleburg,Florida,United States,30.0125,-81.779998,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Other,Enroute,
ERA20FA026,AccidentReport,10/31/19,Paducah,Kentucky,United States,37.103332,-88.817222,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
GAA20CA054,AccidentReport,10/31/19,New Braunfels,Texas,United States,29.774999,-97.977775,,1,Serious,1,Minor,Airplane,Part 91: General aviation,,,,Business,Bird Strike,Enroute,
WPR20FA018,AccidentReport,10/31/19,Brawley,California,United States,32.988056,-115.469169,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
CEN20LA017,AccidentReport,11/1/19,Kalamazoo,Michigan,United States,42.234443,-85.551666,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA20FA027,AccidentReport,11/1/19,Stuart,Florida,United States,27.176111,-80.212501,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Air race/show,Abrupt Maneuver,Maneuvering,
ERA20LA028,AccidentReport,11/1/19,Odessa,Texas,United States,32.026111,-102.404724,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA20CA053,AccidentReport,11/1/19,Salem,Oregon,United States,44.909442,-123.002502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Takeoff,
GAA20CA057,AccidentReport,11/2/19,Palmyra,Pennsylvania,United States,40.286666,-76.576942,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA066,AccidentReport,11/2/19,Gilbert,South Carolina,United States,33.884166,-81.381668,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
GAA20CA068,AccidentReport,11/2/19,Chester,Connecticut,United States,41.383609,-72.505836,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ERA20TA030,AccidentReport,11/3/19,Doral,Florida,United States,25.796943,-80.34111,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
GAA20CA059,AccidentReport,11/3/19,Greer,South Carolina,United States,35.034168,-82.298889,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA20FA029,AccidentReport,11/4/19,Cedartown,Georgia,United States,34.043888,-85.177223,1,,Fatal,1,Substantial,Gyroplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Maneuvering,
ERA20FA031,AccidentReport,11/4/19,New Bedford,Massachusetts,United States,41.621112,-70.938331,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Medical Event,Enroute,
GAA20CA060,AccidentReport,11/4/19,Smoketown,Pennsylvania,United States,40.041667,-76.201942,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Maneuvering,
WPR20LA032,AccidentReport,11/4/19,Hurricane,Utah,United States,37.140277,-113.306114,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA20CA073,AccidentReport,11/6/19,Waynesville,Ohio,United States,39.476665,-84.093887,,,Minor,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA20CA075,AccidentReport,11/6/19,Broomfield,Colorado,United States,39.908889,-105.117225,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA20CA062,AccidentReport,11/7/19,Groveland,Florida,United States,28.405834,-81.837776,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR20FA019,AccidentReport,11/7/19,Upland,California,United States,34.109722,-117.669723,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
GAA20CA069,AccidentReport,11/8/19,Tyler,Texas,United States,32.35361,-95.403053,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA20CA085,AccidentReport,11/8/19,Salt Lake City,Utah,United States,40.79,-111.980003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Collision on Takeoff or Landing,Landing,
CEN20LA018,AccidentReport,11/9/19,Houston,Texas,United States,30.079999,-95.559997,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ERA20LA035,AccidentReport,11/9/19,Griffin,Georgia,United States,33.226943,-84.275001,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Takeoff,
GAA20CA064,AccidentReport,11/9/19,Huntsville,Arkansas,United States,36.078056,-93.754997,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA20CA084,AccidentReport,11/9/19,Broomfield,Colorado,United States,39.908889,-105.117225,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ANC20LA004,AccidentReport,11/10/19,Goodnews Bay,Alaska,United States,59.11222,-161.58139,,,None,1,Substantial,Airplane,Part 91: General aviation,Scheduled,Domestic,,Positioning,Other,Initial Climb,
ERA20LA033,AccidentReport,11/10/19,St. Augustine,Florida,United States,29.941389,-81.317779,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA20CA063,AccidentReport,11/10/19,Lebanon,Indiana,United States,40.036109,-86.482223,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Positioning,Low Altitude Operation,Maneuvering,
GAA20CA072,AccidentReport,11/10/19,Mexico,Missouri,United States,39.037776,-91.725555,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Standing,
